S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
R;28042015;01052015;31052015;10000000028;D;N;N;4,00;16;
S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
R;28042015;01052015;31052015;10000000028;D;N;N;4,00;16;
S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
R;28042015;01052015;31052015;10000000028;D;N;N;4,00;16;
S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
R;28042015;01052015;31052015;10000000028;D;N;N;4,00;16;
S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
R;28042015;01052015;31052015;10000000028;D;N;N;4,00;16;
S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
R;28042015;01052015;31052015;10000000028;D;N;N;4,00;16;
S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
R;28042015;01052015;31052015;10000000028;D;N;N;4,00;16;
S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
R;28042015;01052015;31052015;10000000028;D;N;N;4,00;16;
S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
R;28042015;01052015;31052015;10000000028;D;N;N;4,00;16;
S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
R;28042015;01052015;31052015;10000000028;D;N;N;4,00;16;
S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
R;28042015;01052015;31052015;10000000028;D;N;N;4,00;16;
S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
R;28042015;01052015;31052015;10000000028;D;N;N;4,00;16;
S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
R;28042015;01052015;31052015;10000000028;D;N;N;4,00;16;
S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
R;28042015;01052015;31052015;10000000028;D;N;N;4,00;16;
S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
R;28042015;01052015;31052015;10000000028;D;N;N;4,00;16;
S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
R;28042015;01052015;31052015;10000000028;D;N;N;4,00;16;
S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
R;28042015;01052015;31052015;10000000028;D;N;N;4,00;16;
S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
R;28042015;01052015;31052015;10000000028;D;N;N;4,00;16;
S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
R;28042015;01052015;31052015;10000000028;D;N;N;4,00;16;
S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
R;28042015;01052015;31052015;10000000028;D;N;N;4,00;16;
S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
R;28042015;01052015;31052015;10000000028;D;N;N;4,00;16;
S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
R;28042015;01052015;31052015;10000000028;D;N;N;4,00;16;
S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
R;28042015;01052015;31052015;10000000028;D;N;N;4,00;16;
S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
R;28042015;01052015;31052015;10000000028;D;N;N;4,00;16;
S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
R;28042015;01052015;31052015;10000000028;D;N;N;4,00;16;
S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
R;28042015;01052015;31052015;10000000028;D;N;N;4,00;16;
S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
R;28042015;01052015;31052015;10000000028;D;N;N;4,00;16;
S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
R;28042015;01052015;31052015;10000000028;D;N;N;4,00;16;
S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
R;28042015;01052015;31052015;10000000028;D;N;N;4,00;16;
S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
R;28042015;01052015;31052015;10000000028;D;N;N;4,00;16;
S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
R;28042015;01052015;31052015;10000000028;D;N;N;4,00;16;
S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
R;28042015;01052015;31052015;10000000028;D;N;N;4,00;16;
S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
R;28042015;01052015;31052015;10000000028;D;N;N;4,00;16;
S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
R;28042015;01052015;31052015;10000000028;D;N;N;4,00;16;
S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
R;28042015;01052015;31052015;10000000028;D;N;N;4,00;16;
S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
R;28042015;01052015;31052015;10000000028;D;N;N;4,00;16;
S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
R;28042015;01052015;31052015;10000000028;D;N;N;4,00;16;
S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
R;28042015;01052015;31052015;10000000028;D;N;N;4,00;16;
S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
R;28042015;01052015;31052015;10000000028;D;N;N;4,00;16;
S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
R;28042015;01052015;31052015;10000000028;D;N;N;4,00;16;
S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
R;28042015;01052015;31052015;10000000028;D;N;N;4,00;16;
S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
R;28042015;01052015;31052015;10000000028;D;N;N;4,00;16;
S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
R;28042015;01052015;31052015;10000000028;D;N;N;4,00;16;
S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
R;28042015;01052015;31052015;10000000028;D;N;N;4,00;16;
S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
R;28042015;01052015;31052015;10000000028;D;N;N;4,00;16;
S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
R;28042015;01052015;31052015;10000000028;D;N;N;4,00;16;
S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
R;28042015;01052015;31052015;10000000028;D;N;N;4,00;16;
S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
R;28042015;01052015;31052015;10000000028;D;N;N;4,00;16;
S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
R;28042015;01052015;31052015;10000000028;D;N;N;4,00;16;
S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
R;28042015;01052015;31052015;10000000028;D;N;N;4,00;16;
S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
R;28042015;01052015;31052015;10000000028;D;N;N;4,00;16;
S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
R;28042015;01052015;31052015;10000000028;D;N;N;4,00;16;
S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
R;28042015;01052015;31052015;10000000028;D;N;N;4,00;16;
S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
R;28042015;01052015;31052015;10000000028;D;N;N;4,00;16;
S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
R;28042015;01052015;31052015;10000000028;D;N;N;4,00;16;
S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
R;28042015;01052015;31052015;10000000028;D;N;N;4,00;16;
S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
R;28042015;01052015;31052015;10000000028;D;N;N;4,00;16;
S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
R;28042015;01052015;31052015;10000000028;D;N;N;4,00;16;
S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
R;28042015;01052015;31052015;10000000028;D;N;N;4,00;16;
S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
R;28042015;01052015;31052015;10000000028;D;N;N;4,00;16;
S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
R;28042015;01052015;31052015;10000000028;D;N;N;4,00;16;
S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
R;28042015;01052015;31052015;10000000028;D;N;N;4,00;16;
S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
R;28042015;01052015;31052015;10000000028;D;N;N;4,00;16;
S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
R;28042015;01052015;31052015;10000000028;D;N;N;4,00;16;
S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
R;28042015;01052015;31052015;10000000028;D;N;N;4,00;16;
S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
R;28042015;01052015;31052015;10000000028;D;N;N;4,00;16;
S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
R;28042015;01052015;31052015;10000000028;D;N;N;4,00;16;
S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
R;28042015;01052015;31052015;10000000028;D;N;N;4,00;16;
S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
R;28042015;01052015;31052015;10000000028;D;N;N;4,00;16;
S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
R;28042015;01052015;31052015;10000000028;D;N;N;4,00;16;
S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
R;28042015;01052015;31052015;10000000028;D;N;N;4,00;16;
S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
R;28042015;01052015;31052015;10000000028;D;N;N;4,00;16;
S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
R;28042015;01052015;31052015;10000000028;D;N;N;4,00;16;
S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
R;28042015;01052015;31052015;10000000028;D;N;N;4,00;16;
S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
R;28042015;01052015;31052015;10000000028;D;N;N;4,00;16;
S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
R;28042015;01052015;31052015;10000000028;D;N;N;4,00;16;
S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
R;28042015;01052015;31052015;10000000028;D;N;N;4,00;16;
S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
R;28042015;01052015;31052015;10000000028;D;N;N;4,00;16;
S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
R;28042015;01052015;31052015;10000000028;D;N;N;4,00;16;
S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
R;28042015;01052015;31052015;10000000028;D;N;N;4,00;16;
S;28042015;01052015;31052015;20000013677;D;N;N;3,00;15;
T;28042015;01052015;31052015;30000013677;D;N;N;3,00;15;
